395,77.7,-41.3
396,78.3,-41.3
397,77.7,-41.4
398,79.3,-41.5
399,80.1,-41.5
400,85.6,-41.5
401,84.1,-41.6
402,86.2,-41.7
403,87.6,-41.7
404,87.1,-41.7
405,90.6,-41.8
406,90.4,-41.8
407,90.9,-41.9
408,91,-41.9
409,91.7,-42
410,89.4,-42.1
411,90.1,-42.2
412,91.1,-42.2
413,89.8,-42.3
414,89,-42.4
415,89.1,-42.4
416,89,-42.5
417,89.5,-42.6
418,88.6,-42.6
419,91.5,-42.7
420,94.4,-42.8
421,93.7,-42.8
422,91.3,-42.9
423,90.1,-42.9
424,91.6,-43
425,89.4,-43
426,88.6,-43.1
427,87,-43.1
428,86.5,-43.1
429,83.8,-43.2
430,82.9,-43.2
431,82.7,-43.2
432,82,-43.2
433,81.1,-43.2
434,80.7,-43.3
435,79.7,-43.3
436,80.7,-43.3
437,80,-43.3
438,79.5,-43.3
439,79.2,-43.3
440,78.4,-43.2
441,78.6,-43.2
442,79,-43.3
443,79.4,-43.2
444,81.4,-43.2
445,82.6,-43.2
446,81.9,-43.2
447,81.3,-43.1
448,81,-43.1
449,79.9,-43.1
450,84.5,-43.1
451,88.1,-43.1
452,89,-43
453,90.6,-43
454,89.8,-43
455,90.2,-43
456,89.7,-43
457,90,-42.9
458,69.1,-42.9
459,19.5,-42.9
460,18.6,-42.9
461,18.1,-42.8
462,17.8,-42.8
463,17.6,-42.8
464,17.5,-42.8
465,17.4,-42.8
466,17.4,-42.8
467,17.5,-42.8
468,17.5,-42.8
469,17.6,-42.8
470,17.7,-42.8
471,17.8,-42.8
472,17.9,-42.8
473,18,-42.8
474,18.1,-42.8
475,18.3,-42.8
476,18.4,-42.8
477,18.5,-42.8
478,18.7,-42.8
479,18.8,-42.8
480,18.9,-42.8
481,19.1,-42.8
482,19.2,-42.8
483,19.3,-42.8
484,19.4,-42.9
485,19.5,-42.9
486,19.7,-42.9
487,19.8,-42.9
488,19.9,-42.9
489,20.1,-42.9
490,20.2,-42.9
491,20.3,-42.9
492,20.4,-42.9
493,20.5,-43
494,20.6,-43
495,20.7,-43
496,20.8,-43
497,20.9,-43.1
498,21,-43.1
499,21.1,-43.1
500,21.1,-43.1
501,21.2,-43.2
502,21.1,-43.2
503,21.3,-43.2
504,21.4,-43.2
505,21.5,-43.3
506,21.6,-43.3
507,21.6,-43.3
508,21.7,-43.3
509,21.7,-43.3
510,21.8,-43.3
511,21.8,-43.3
512,21.8,-43.3
513,21.9,-43.3
514,22,-43.3
515,22.1,-43.2
516,22,-43.2
517,22.1,-43.2
518,22.1,-43.2
519,22.1,-43.1
520,22.3,-43.1
521,22.1,-43
522,22.2,-42.8
523,34.3,-42.8
524,78.5,-42.8
525,84.1,-42.7
526,97.3,-42.7
527,104.4,-42.6
528,107.5,-42.6
529,116.6,-42.5
530,122.1,-42.5
531,122.3,-42.4
532,128,-42.4
533,124,-42.3
534,121.8,-42.3
535,124.9,-42.3
536,122.7,-42.3
537,123.7,-42.3
538,126.599,-42.3
539,124.5,-42.3
540,128.099,-42.3
541,129.8,-42.3
542,131.4,-42.3
543,134.5,-42
544,133,-42.2
545,132,-42.2
546,131.1,2.6
547,130.5,-16.4
548,125.8,-20.6
549,124.8,15.3
550,125.2,24.6
551,130,24.7
552,132.8,23.1
553,138.5,19.2
554,139.2,15.5
555,148.5,11.4
556,150.2,13.5
557,153.2,17.3
558,151.6,20.1
559,149.8,23.3
560,151.5,27.9
561,152.3,30.5
562,152.3,31.3
563,151.6,31
564,154.1,30.6
565,157.2,28.8
566,156.1,28.6
567,155.7,27.5
568,154.5,26.8
569,156.1,27.8
570,159.4,29.6
571,162.4,31.1
572,174.3,31.5
573,45.8,29.8
574,42.8,30.7
575,42.3,30.1
576,42.2,30.1
577,42.2,28.2
578,42.2,28.7
579,42.2,28.8
580,42.2,29
581,42.2,25.1
582,42.2,24.6
583,42.1,25.8
584,42.1,26.6
585,42,26.1
586,41.8,27.7
587,41.7,28.1
588,41.6,29
589,41.5,-22.1
590,41.3,-21.8
591,41.2,-21
592,41.1,-20.3
593,40.9,-19.9
594,40.8,-19.9
595,40.6,-20.1
596,40.5,-20.7
597,40.3,-21.4
598,40.2,-22.3
599,40,-23.1
600,39.9,-24
601,39.8,-24.8
602,39.7,-25.6
603,39.5,-26.4
604,39.3,-27
605,39.2,-27.6
606,39.1,-28.1
607,39,-28.6
608,38.8,-29.1
609,38.7,-29.5
610,38.6,-29.8
611,38.5,-30.2
612,38.3,-30.5
613,38.2,-30.9
614,38.1,-31.1
615,38,-31.399
616,37.9,-31.6
617,37.7,-31.8
618,37.6,-32.099
619,37.5,-32.3
620,37.4,-32.5
621,37.3,-32.7
622,37.2,-32.8
623,37.1,-33.1
624,37,-33.2
625,36.9,-33.4
626,36.8,-33.5
627,36.7,-33.6
628,36.6,-33.8
629,36.5,-34
630,36.5,-34.1
631,36.3,-34.3
632,36.3,-34.4
633,36.2,-34.5
634,36.1,-34.6
635,36,-34.5
636,35.9,-35.2
637,35.8,-35.2
638,35.8,-34.8
639,35.6,-35.2
640,35.6,-35.3
641,35.4,-35.3
642,35.4,-35.3
643,35.3,-35.5
644,35.2,-35.7
645,35.1,-35.7
646,35,-35.6
647,34.9,-35.7
648,34.7,-35.8
649,34.8,-35.9
650,34.8,-35.8
651,34.6,-35.9
652,34.5,-35.9
653,34.5,-36
654,34.4,-36.1
655,34.3,-36.1
656,34.2,-36.2
657,34.2,-36.1
658,34.1,-36.2
659,34,-36.2
660,33.9,-36.3
661,33.9,-36.3
662,33.8,-36.4
663,33.7,-36.4
664,33.7,-36.5
665,33.6,-36.5
666,33.5,-36.6
667,33.5,-36.6
668,33.4,-36.6
669,33.3,-36.7
670,33.3,-36.7
671,33.2,-36.8
672,33.2,-36.8
673,33.1,-37
674,33,-37.9
675,33,-38.5
676,32.9,-36.8
677,32.9,-37.1
678,32.8,-37.3
679,32.8,-35.4
680,32.7,-35.6
